,between_days,DataType,depYear,c_uniqueUnitID,latitudeDeployed_DecDeg,longitudeDeployed_DecDeg
13,2013-03-10,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-10,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-10,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-10,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-11,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
43,2013-03-11,Aerial,2013,,42.10833333,-70.16667
16,2013-03-11,Zooplankton,2013,,41.97,-70.43
8,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-12,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-13,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
44,2013-03-13,Aerial,2013,,42.10833333,-70.16667
8,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-14,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-15,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-16,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-17,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-18,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
45,2013-03-18,Aerial,2013,,42.10833333,-70.16667
17,2013-03-18,Zooplankton,2013,,41.97,-70.43
8,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-19,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-20,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-21,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
46,2013-03-21,Aerial,2013,,42.10833333,-70.16667
8,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-22,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-23,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-24,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-25,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-26,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-27,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
47,2013-03-27,Aerial,2013,,42.10833333,-70.16667
8,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-28,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-29,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-30,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
48,2013-03-30,Aerial,2013,,42.10833333,-70.16667
8,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-03-31,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-04-01,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
14,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0204_FD02044,41.894383,-70.4436
15,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0215_FD02020,41.93315,-70.186367
16,2013-04-02,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0220_FD02082,41.971383,-70.476117
8,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0016_FD02130,41.94075,-70.287483
9,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0136_FD02060,41.876133,-70.34058
10,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0151_FD02136,41.951033,-70.38915
11,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0153_FD02138,41.947317,-70.3381
12,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0190_FD02122,41.8775,-70.253983
13,2013-04-03,Acoustic,2013,2013_BRP_CCB_S1011_Dep22_20130126_PU0191_FD02150,41.9926,-70.22025
